Validation_Set,Topics,Alpha,Beta,Coherence,Perplexity
75% Corpus,16,0.31,0.01,0.264347807,-11.55483604
75% Corpus,16,0.31,0.31,0.374319619,-8.313372106
75% Corpus,16,0.31,0.61,0.37577987,-8.376585261
75% Corpus,16,0.31,0.91,0.419341626,-8.372412496
75% Corpus,16,0.31,symmetric,0.260427306,-8.746482167
75% Corpus,16,0.61,0.01,0.263966166,-11.63663
75% Corpus,16,0.61,0.31,0.371004513,-8.353969993
75% Corpus,16,0.61,0.61,0.387842271,-8.411394951
75% Corpus,16,0.61,0.91,0.396274193,-8.421789461
75% Corpus,16,0.61,symmetric,0.260450943,-8.779319783
75% Corpus,16,0.91,0.01,0.267702484,-12.0358788
75% Corpus,16,0.91,0.31,0.361653465,-8.38813867
75% Corpus,16,0.91,0.61,0.352636439,-8.44653955
75% Corpus,16,0.91,0.91,0.375776193,-8.464157089
75% Corpus,16,0.91,symmetric,0.260592163,-8.78138886
75% Corpus,16,symmetric,0.01,0.266750147,-11.42957323
75% Corpus,16,symmetric,0.31,0.373763214,-8.25012071
75% Corpus,16,symmetric,0.61,0.372880221,-8.298820665
75% Corpus,16,symmetric,0.91,0.418391965,-8.317383941
75% Corpus,16,symmetric,symmetric,0.267100932,-8.784203205
75% Corpus,16,asymmetric,0.01,0.26148302,-11.97899554
75% Corpus,16,asymmetric,0.31,0.372338054,-8.248120006
75% Corpus,16,asymmetric,0.61,0.412831449,-8.279668833
75% Corpus,16,asymmetric,0.91,0.412423909,-8.30507604
75% Corpus,16,asymmetric,symmetric,0.275554979,-8.641296485
75% Corpus,17,0.01,0.01,0.261661074,-11.70845069
75% Corpus,17,0.01,0.31,0.390239901,-8.253615864
75% Corpus,17,0.01,0.61,0.377283805,-8.306364872
75% Corpus,17,0.01,0.91,0.428121567,-8.334064059
75% Corpus,17,0.01,symmetric,0.269661858,-8.703630482
75% Corpus,17,0.31,0.01,0.259192316,-11.54015432
75% Corpus,17,0.31,0.31,0.400142505,-8.307688083
75% Corpus,17,0.31,0.61,0.379013441,-8.363100142
75% Corpus,17,0.31,0.91,0.412036923,-8.412530462
75% Corpus,17,0.31,symmetric,0.269816587,-8.696775222
75% Corpus,17,0.61,0.01,0.268856256,-11.70299456
75% Corpus,17,0.61,0.31,0.372663094,-8.353353081
75% Corpus,17,0.61,0.61,0.384339212,-8.415531019
75% Corpus,17,0.61,0.91,0.372219456,-8.436482752
75% Corpus,17,0.61,symmetric,0.266677662,-8.823818272
75% Corpus,17,0.91,0.01,0.269633208,-12.34448578
75% Corpus,17,0.91,0.31,0.370203967,-8.384232772
75% Corpus,17,0.91,0.61,0.356423642,-8.450027184
75% Corpus,17,0.91,0.91,0.392598581,-8.484978022
75% Corpus,17,0.91,symmetric,0.264865924,-8.830758197
75% Corpus,17,symmetric,0.01,0.262584198,-11.48863209
75% Corpus,17,symmetric,0.31,0.378511727,-8.267600137
75% Corpus,17,symmetric,0.61,0.383485118,-8.316014087
75% Corpus,17,symmetric,0.91,0.462985485,-8.343977992
75% Corpus,17,symmetric,symmetric,0.275797465,-8.734597188
75% Corpus,17,asymmetric,0.01,0.262009168,-11.70440558
75% Corpus,17,asymmetric,0.31,0.394867748,-8.238098268
75% Corpus,17,asymmetric,0.61,0.386884939,-8.287688676
75% Corpus,17,asymmetric,0.91,0.427985777,-8.304302056
75% Corpus,17,asymmetric,symmetric,0.279975353,-8.711244207
75% Corpus,18,0.01,0.01,0.266256025,-11.67674806
75% Corpus,18,0.01,0.31,0.394709434,-8.251030301
75% Corpus,18,0.01,0.61,0.452341046,-8.308866476
75% Corpus,18,0.01,0.91,0.399173343,-8.341580296
75% Corpus,18,0.01,symmetric,0.272864526,-8.777512938
75% Corpus,18,0.31,0.01,0.263302052,-11.5682984
75% Corpus,18,0.31,0.31,0.38102813,-8.320001313
75% Corpus,18,0.31,0.61,0.39715455,-8.368252869
75% Corpus,18,0.31,0.91,0.405511837,-8.392739713
75% Corpus,18,0.31,symmetric,0.27449418,-8.804654887
75% Corpus,18,0.61,0.01,0.264816623,-11.89858446
75% Corpus,18,0.61,0.31,0.384379904,-8.386493713
75% Corpus,18,0.61,0.61,0.37858365,-8.422979626
75% Corpus,18,0.61,0.91,0.416920372,-8.439999435
75% Corpus,18,0.61,symmetric,0.257446283,-8.814825456
75% Corpus,18,0.91,0.01,0.266510839,-12.15470389
75% Corpus,18,0.91,0.31,0.355836387,-8.394305128
75% Corpus,18,0.91,0.61,0.338666387,-8.473836744
75% Corpus,18,0.91,0.91,0.394946996,-8.491431211
75% Corpus,18,0.91,symmetric,0.259731985,-8.863106881
75% Corpus,18,symmetric,0.01,0.263666037,-11.66759363
75% Corpus,18,symmetric,0.31,0.396874352,-8.2544977
75% Corpus,18,symmetric,0.61,0.402809088,-8.30143468
75% Corpus,18,symmetric,0.91,0.38539674,-8.350911509
75% Corpus,18,symmetric,symmetric,0.281703624,-8.743174835
75% Corpus,18,asymmetric,0.01,0.260571352,-11.67079704
75% Corpus,18,asymmetric,0.31,0.384324203,-8.242829871
75% Corpus,18,asymmetric,0.61,0.411882534,-8.291882572
75% Corpus,18,asymmetric,0.91,0.415330804,-8.30678864
75% Corpus,18,asymmetric,symmetric,0.270619086,-8.775378785
75% Corpus,19,0.01,0.01,0.268341822,-11.5045221
75% Corpus,19,0.01,0.31,0.388467387,-8.267243058
75% Corpus,19,0.01,0.61,0.414191669,-8.29624296
75% Corpus,19,0.01,0.91,0.386507205,-8.313310558
75% Corpus,19,0.01,symmetric,0.279191076,-8.813408554
75% Corpus,19,0.31,0.01,0.261160863,-11.88909343
75% Corpus,19,0.31,0.31,0.371334698,-8.316795469
75% Corpus,19,0.31,0.61,0.384706464,-8.354745132
75% Corpus,19,0.31,0.91,0.39820608,-8.395583932
75% Corpus,19,0.31,symmetric,0.279930373,-8.829258156
75% Corpus,19,0.61,0.01,0.263205469,-11.86952718
75% Corpus,19,0.61,0.31,0.38380067,-8.375200474
75% Corpus,19,0.61,0.61,0.351843755,-8.446188324
75% Corpus,19,0.61,0.91,0.408167724,-8.447257408
75% Corpus,19,0.61,symmetric,0.260137152,-8.872337776
75% Corpus,19,0.91,0.01,0.266020728,-12.49733548
75% Corpus,19,0.91,0.31,0.35465996,-8.407333296
75% Corpus,19,0.91,0.61,0.356018436,-8.473020173
75% Corpus,19,0.91,0.91,0.405489585,-8.494143165
75% Corpus,19,0.91,symmetric,0.26150321,-8.961107831
75% Corpus,19,symmetric,0.01,0.26609604,-11.29527029
75% Corpus,19,symmetric,0.31,0.396907559,-8.247198123
75% Corpus,19,symmetric,0.61,0.389730988,-8.298819753
75% Corpus,19,symmetric,0.91,0.40925291,-8.322347469
75% Corpus,19,symmetric,symmetric,0.277386796,-8.811379762
75% Corpus,19,asymmetric,0.01,0.269564313,-11.37137636
75% Corpus,19,asymmetric,0.31,0.387050938,-8.240721099
75% Corpus,19,asymmetric,0.61,0.396573129,-8.281162525
75% Corpus,19,asymmetric,0.91,0.438318378,-8.305896051
75% Corpus,19,asymmetric,symmetric,0.27847232,-8.773903525
75% Corpus,20,0.01,0.01,0.259932707,-11.54389847
75% Corpus,20,0.01,0.31,0.398519481,-8.257531298
75% Corpus,20,0.01,0.61,0.364977235,-8.30000406
75% Corpus,20,0.01,0.91,0.401801097,-8.324365261
75% Corpus,20,0.01,symmetric,0.266898389,-8.750425257
75% Corpus,20,0.31,0.01,0.265413457,-11.72431354
75% Corpus,20,0.31,0.31,0.400870368,-8.32035153
75% Corpus,20,0.31,0.61,0.376550163,-8.395433523
75% Corpus,20,0.31,0.91,0.400849805,-8.39917119
75% Corpus,20,0.31,symmetric,0.274522095,-8.909466587
75% Corpus,20,0.61,0.01,0.262566679,-11.84133984
75% Corpus,20,0.61,0.31,0.357703221,-8.401436877
75% Corpus,20,0.61,0.61,0.375163305,-8.436856934
75% Corpus,20,0.61,0.91,0.405211648,-8.459354976
75% Corpus,20,0.61,symmetric,0.259632876,-8.950008361
75% Corpus,20,0.91,0.01,0.267667367,-12.33106317
75% Corpus,20,0.91,0.31,0.365132222,-8.433129929
75% Corpus,20,0.91,0.61,0.383885359,-8.482589427
75% Corpus,20,0.91,0.91,0.406053335,-8.529179248
75% Corpus,20,0.91,symmetric,0.261223821,-8.994411314
75% Corpus,20,symmetric,0.01,0.263205147,-11.32859886
75% Corpus,20,symmetric,0.31,0.396682688,-8.258710123
75% Corpus,20,symmetric,0.61,0.383518237,-8.316353847
75% Corpus,20,symmetric,0.91,0.411987285,-8.352362565
75% Corpus,20,symmetric,symmetric,0.27460957,-8.771005636
75% Corpus,20,asymmetric,0.01,0.262782833,-11.48203066
75% Corpus,20,asymmetric,0.31,0.374097254,-8.242502758
75% Corpus,20,asymmetric,0.61,0.417851254,-8.281648146
75% Corpus,20,asymmetric,0.91,0.407121007,-8.305613592
75% Corpus,20,asymmetric,symmetric,0.266427921,-8.791228642
75% Corpus,21,0.01,0.01,0.263722067,-11.59646318
75% Corpus,21,0.01,0.31,0.403695807,-8.252762213
75% Corpus,21,0.01,0.61,0.418843353,-8.309900295
75% Corpus,21,0.01,0.91,0.429075865,-8.32838371
75% Corpus,21,0.01,symmetric,0.264478534,-8.835071926
75% Corpus,21,0.31,0.01,0.260333783,-11.6830932
75% Corpus,21,0.31,0.31,0.38429872,-8.328036817
75% Corpus,21,0.31,0.61,0.426937586,-8.381862104
75% Corpus,21,0.31,0.91,0.452708414,-8.407114078
75% Corpus,21,0.31,symmetric,0.268433106,-8.861135671
75% Corpus,21,0.61,0.01,0.269139558,-12.25835301
75% Corpus,21,0.61,0.31,0.37187376,-8.396259805
75% Corpus,21,0.61,0.61,0.406077256,-8.474763313
75% Corpus,21,0.61,0.91,0.41684229,-8.476254086
75% Corpus,21,0.61,symmetric,0.269406691,-8.978764195
75% Corpus,21,0.91,0.01,0.27050345,-12.55941137
75% Corpus,21,0.91,0.31,0.373253156,-8.442570957
75% Corpus,21,0.91,0.61,0.398433116,-8.495458333
75% Corpus,21,0.91,0.91,0.396532931,-8.512518516
75% Corpus,21,0.91,symmetric,0.261633587,-9.023367854
75% Corpus,21,symmetric,0.01,0.267449904,-11.49318518
75% Corpus,21,symmetric,0.31,0.417343026,-8.26597681
75% Corpus,21,symmetric,0.61,0.395080828,-8.311971914
75% Corpus,21,symmetric,0.91,0.476639787,-8.334176554
75% Corpus,21,symmetric,symmetric,0.259192275,-8.843034984
75% Corpus,21,asymmetric,0.01,0.260831055,-11.72971811
75% Corpus,21,asymmetric,0.31,0.387693642,-8.241955703
75% Corpus,21,asymmetric,0.61,0.417053642,-8.288433548
75% Corpus,21,asymmetric,0.91,0.416336808,-8.307708479
75% Corpus,21,asymmetric,symmetric,0.263848318,-8.854178807
75% Corpus,22,0.01,0.01,0.264733724,-11.58120697
75% Corpus,22,0.01,0.31,0.392333113,-8.26879976
75% Corpus,22,0.01,0.61,0.398607644,-8.334041458
75% Corpus,22,0.01,0.91,0.380212709,-8.3486112
75% Corpus,22,0.01,symmetric,0.263293823,-8.885648251
75% Corpus,22,0.31,0.01,0.263011394,-11.90081127
75% Corpus,22,0.31,0.31,0.388265418,-8.33323767
75% Corpus,22,0.31,0.61,0.362951996,-8.394742622
75% Corpus,22,0.31,0.91,0.350024145,-8.429758962
75% Corpus,22,0.31,symmetric,0.276282079,-8.890712502
75% Corpus,22,0.61,0.01,0.262960704,-12.15325325
75% Corpus,22,0.61,0.31,0.360527919,-8.417858986
75% Corpus,22,0.61,0.61,0.364618417,-8.472878187
75% Corpus,22,0.61,0.91,0.40958885,-8.489008411
75% Corpus,22,0.61,symmetric,0.266538155,-8.972805202
75% Corpus,22,0.91,0.01,0.26656407,-12.46313596
75% Corpus,22,0.91,0.31,0.364860663,-8.457570548
75% Corpus,22,0.91,0.61,0.414185979,-8.495373399
75% Corpus,22,0.91,0.91,0.380513634,-8.527794227
75% Corpus,22,0.91,symmetric,0.262360352,-9.094406264
75% Corpus,22,symmetric,0.01,0.260998199,-11.57604422
75% Corpus,22,symmetric,0.31,0.3718345,-8.25624358
75% Corpus,22,symmetric,0.61,0.374243497,-8.312979204
75% Corpus,22,symmetric,0.91,0.39198887,-8.367722464
75% Corpus,22,symmetric,symmetric,0.260937775,-8.864437261
75% Corpus,22,asymmetric,0.01,0.26296236,-11.29929405
75% Corpus,22,asymmetric,0.31,0.386106569,-8.245403964
75% Corpus,22,asymmetric,0.61,0.413999404,-8.282500441
75% Corpus,22,asymmetric,0.91,0.413520778,-8.330545287
75% Corpus,22,asymmetric,symmetric,0.268919815,-8.870966384
75% Corpus,23,0.01,0.01,0.26523803,-11.59281978
75% Corpus,23,0.01,0.31,0.420834639,-8.260144788
75% Corpus,23,0.01,0.61,0.402898414,-8.323855683
75% Corpus,23,0.01,0.91,0.402881814,-8.379528258
75% Corpus,23,0.01,symmetric,0.274443937,-8.897226289
75% Corpus,23,0.31,0.01,0.262947509,-11.89126324
75% Corpus,23,0.31,0.31,0.39377309,-8.335368482
75% Corpus,23,0.31,0.61,0.37894229,-8.395793016
75% Corpus,23,0.31,0.91,0.397300823,-8.434931072
75% Corpus,23,0.31,symmetric,0.264953405,-8.954440729
75% Corpus,23,0.61,0.01,0.262027323,-12.09789532
75% Corpus,23,0.61,0.31,0.380495534,-8.414093615
75% Corpus,23,0.61,0.61,0.35842337,-8.485842615
75% Corpus,23,0.61,0.91,0.45874484,-8.494917177
75% Corpus,23,0.61,symmetric,0.255563593,-9.086291991
75% Corpus,23,0.91,0.01,0.266923629,-13.11661041
75% Corpus,23,0.91,0.31,0.374782678,-8.442117722
75% Corpus,23,0.91,0.61,0.426336675,-8.500747402
75% Corpus,23,0.91,0.91,0.450940114,-8.563996978
75% Corpus,23,0.91,symmetric,0.25969231,-9.219675873
75% Corpus,23,symmetric,0.01,0.267915927,-11.34166196
75% Corpus,23,symmetric,0.31,0.403344002,-8.271133472
75% Corpus,23,symmetric,0.61,0.426295877,-8.311344064
75% Corpus,23,symmetric,0.91,0.397814695,-8.368966381
75% Corpus,23,symmetric,symmetric,0.265511901,-8.944899665
75% Corpus,23,asymmetric,0.01,0.268621833,-11.44026123
75% Corpus,23,asymmetric,0.31,0.416130227,-8.245923375
75% Corpus,23,asymmetric,0.61,0.410981858,-8.294838746
75% Corpus,23,asymmetric,0.91,0.388799692,-8.312231415
75% Corpus,23,asymmetric,symmetric,0.269579163,-8.952688082
75% Corpus,24,0.01,0.01,0.258857165,-11.49222308
75% Corpus,24,0.01,0.31,0.412229976,-8.271890249
75% Corpus,24,0.01,0.61,0.381341466,-8.33220009
75% Corpus,24,0.01,0.91,0.434169777,-8.306661073
75% Corpus,24,0.01,symmetric,0.273834239,-8.948128013
75% Corpus,24,0.31,0.01,0.261498638,-11.99865456
75% Corpus,24,0.31,0.31,0.384649302,-8.344907835
75% Corpus,24,0.31,0.61,0.422806571,-8.405969768
75% Corpus,24,0.31,0.91,0.374846979,-8.403150856
75% Corpus,24,0.31,symmetric,0.277174932,-8.990541596
75% Corpus,24,0.61,0.01,0.259072369,-12.14717996
75% Corpus,24,0.61,0.31,0.379307779,-8.422648581
75% Corpus,24,0.61,0.61,0.376823266,-8.491046435
75% Corpus,24,0.61,0.91,0.405043831,-8.475398701
75% Corpus,24,0.61,symmetric,0.258926303,-9.113380583
75% Corpus,24,0.91,0.01,0.268694963,-12.77418431
75% Corpus,24,0.91,0.31,0.374337892,-8.486072145
75% Corpus,24,0.91,0.61,0.397852582,-8.517277482
75% Corpus,24,0.91,0.91,0.434388869,-8.526431111
75% Corpus,24,0.91,symmetric,0.260128434,-9.222527581
75% Corpus,24,symmetric,0.01,0.26031901,-11.72967535
75% Corpus,24,symmetric,0.31,0.409700445,-8.290561892
75% Corpus,24,symmetric,0.61,0.399389837,-8.358237023
75% Corpus,24,symmetric,0.91,0.418050095,-8.332715196
75% Corpus,24,symmetric,symmetric,0.270721641,-8.962857534
75% Corpus,24,asymmetric,0.01,0.261411625,-11.51773958
75% Corpus,24,asymmetric,0.31,0.409675563,-8.240667527
75% Corpus,24,asymmetric,0.61,0.406437043,-8.279372215
75% Corpus,24,asymmetric,0.91,0.409168689,-8.308466022
75% Corpus,24,asymmetric,symmetric,0.26854334,-8.935176767
75% Corpus,25,0.01,0.01,0.263425749,-11.51508663
75% Corpus,25,0.01,0.31,0.403665277,-8.290126934
75% Corpus,25,0.01,0.61,0.373875281,-8.301337173
75% Corpus,25,0.01,0.91,0.430705258,-8.340851934
75% Corpus,25,0.01,symmetric,0.271466823,-8.981632342
75% Corpus,25,0.31,0.01,0.262692559,-11.89487061
75% Corpus,25,0.31,0.31,0.409023224,-8.336205412
75% Corpus,25,0.31,0.61,0.368387981,-8.417734831
75% Corpus,25,0.31,0.91,0.420170614,-8.450730858
75% Corpus,25,0.31,symmetric,0.262098619,-9.049546536
75% Corpus,25,0.61,0.01,0.264808013,-12.26206695
75% Corpus,25,0.61,0.31,0.378946923,-8.440616955
75% Corpus,25,0.61,0.61,0.402585324,-8.484386025
75% Corpus,25,0.61,0.91,0.488986696,-8.497387136
75% Corpus,25,0.61,symmetric,0.254115784,-9.158524394
75% Corpus,25,0.91,0.01,0.267497542,-13.12645298
75% Corpus,25,0.91,0.31,0.363990404,-8.490353822
75% Corpus,25,0.91,0.61,0.37720281,-8.529509066
75% Corpus,25,0.91,0.91,0.479097287,-8.535353796
75% Corpus,25,0.91,symmetric,0.263786541,-9.270765599
75% Corpus,25,symmetric,0.01,0.260931508,-11.43326993
75% Corpus,25,symmetric,0.31,0.397533925,-8.263740259
75% Corpus,25,symmetric,0.61,0.364886087,-8.330187772
75% Corpus,25,symmetric,0.91,0.410760999,-8.348719991
75% Corpus,25,symmetric,symmetric,0.273375168,-9.031674319
75% Corpus,25,asymmetric,0.01,0.25709963,-11.43223582
75% Corpus,25,asymmetric,0.31,0.400576159,-8.255810626
75% Corpus,25,asymmetric,0.61,0.385863678,-8.283699478
75% Corpus,25,asymmetric,0.91,0.418352039,-8.318727152
75% Corpus,25,asymmetric,symmetric,0.27193363,-8.976285475
75% Corpus,26,0.01,0.01,0.256446315,-11.748554
75% Corpus,26,0.01,0.31,0.41322671,-8.267575578
75% Corpus,26,0.01,0.61,0.426332473,-8.323084472
75% Corpus,26,0.01,0.91,0.370958057,-8.339318581
75% Corpus,26,0.01,symmetric,0.270942859,-9.005130888
75% Corpus,26,0.31,0.01,0.255430451,-11.7653481
75% Corpus,26,0.31,0.31,0.409733912,-8.349492461
75% Corpus,26,0.31,0.61,0.368480356,-8.424037778
75% Corpus,26,0.31,0.91,0.457610727,-8.455552338
75% Corpus,26,0.31,symmetric,0.275740686,-9.059975045
75% Corpus,26,0.61,0.01,0.264548752,-12.24029394
75% Corpus,26,0.61,0.31,0.370571433,-8.423015779
75% Corpus,26,0.61,0.61,0.436903142,-8.492111044
75% Corpus,26,0.61,0.91,0.447132817,-8.484780787
75% Corpus,26,0.61,symmetric,0.254859893,-9.217020276
75% Corpus,26,0.91,0.01,0.268785483,-12.84415447
75% Corpus,26,0.91,0.31,0.370622644,-8.498447799
75% Corpus,26,0.91,0.61,0.43095967,-8.528219133
75% Corpus,26,0.91,0.91,0.457304825,-8.554540379
75% Corpus,26,0.91,symmetric,0.262376268,-9.400497742
75% Corpus,26,symmetric,0.01,0.25884497,-11.44801698
75% Corpus,26,symmetric,0.31,0.405562295,-8.28222695
75% Corpus,26,symmetric,0.61,0.416516811,-8.340213813
75% Corpus,26,symmetric,0.91,0.456749039,-8.358838712
75% Corpus,26,symmetric,symmetric,0.270056829,-9.000974369
75% Corpus,26,asymmetric,0.01,0.254829352,-11.72408186
75% Corpus,26,asymmetric,0.31,0.428034312,-8.252101151
75% Corpus,26,asymmetric,0.61,0.416702434,-8.278243401
75% Corpus,26,asymmetric,0.91,0.38726076,-8.308760331
75% Corpus,26,asymmetric,symmetric,0.262269538,-9.019374469
75% Corpus,27,0.01,0.01,0.260877923,-11.35000542
75% Corpus,27,0.01,0.31,0.401601332,-8.28591175
75% Corpus,27,0.01,0.61,0.405298099,-8.30478873
75% Corpus,27,0.01,0.91,0.408531502,-8.327995986
75% Corpus,27,0.01,symmetric,0.269686381,-9.053051618
75% Corpus,27,0.31,0.01,0.255842843,-11.53946119
75% Corpus,27,0.31,0.31,0.379414868,-8.357428273
75% Corpus,27,0.31,0.61,0.42625531,-8.421992078
75% Corpus,27,0.31,0.91,0.388795847,-8.420845017
75% Corpus,27,0.31,symmetric,0.273015377,-9.200037037
75% Corpus,27,0.61,0.01,0.263837155,-12.63775777
75% Corpus,27,0.61,0.31,0.381830478,-8.441128298
75% Corpus,27,0.61,0.61,0.44278673,-8.478207098
75% Corpus,27,0.61,0.91,0.506737112,-8.494466264
75% Corpus,27,0.61,symmetric,0.257886655,-9.300767462
75% Corpus,27,0.91,0.01,0.267664192,-13.17187954
75% Corpus,27,0.91,0.31,0.355974273,-8.501302758
75% Corpus,27,0.91,0.61,0.442580968,-8.538734877
75% Corpus,27,0.91,0.91,0.398873319,-8.555361163
75% Corpus,27,0.91,symmetric,0.260164979,-9.465725495
75% Corpus,27,symmetric,0.01,0.260451796,-11.7246153
75% Corpus,27,symmetric,0.31,0.389016863,-8.299401562
75% Corpus,27,symmetric,0.61,0.399669848,-8.325120001
75% Corpus,27,symmetric,0.91,0.416270489,-8.321587015
75% Corpus,27,symmetric,symmetric,0.27082619,-9.05185235
75% Corpus,27,asymmetric,0.01,0.254297154,-11.32301719
75% Corpus,27,asymmetric,0.31,0.417014148,-8.246500975
75% Corpus,27,asymmetric,0.61,0.421925916,-8.281241521
75% Corpus,27,asymmetric,0.91,0.396788852,-8.322149829
75% Corpus,27,asymmetric,symmetric,0.269029764,-9.065759042
75% Corpus,28,0.01,0.01,0.26471567,-11.58034876
75% Corpus,28,0.01,0.31,0.406754197,-8.259495436
75% Corpus,28,0.01,0.61,0.392344692,-8.282824638
75% Corpus,28,0.01,0.91,0.38347759,-8.305384797
75% Corpus,28,0.01,symmetric,0.28996184,-9.075079804
75% Corpus,28,0.31,0.01,0.273990875,-11.55940012
75% Corpus,28,0.31,0.31,0.382408073,-8.387267384
75% Corpus,28,0.31,0.61,0.399617359,-8.390813405
75% Corpus,28,0.31,0.91,0.502987504,-8.423367752
75% Corpus,28,0.31,symmetric,0.292659396,-9.117452644
75% Corpus,28,0.61,0.01,0.267187105,-12.36212385
75% Corpus,28,0.61,0.31,0.353069156,-8.440142531
75% Corpus,28,0.61,0.61,0.448776664,-8.494308046
75% Corpus,28,0.61,0.91,0.54457538,-8.503107434
75% Corpus,28,0.61,symmetric,0.279347557,-9.379109062
75% Corpus,28,0.91,0.01,0.267857503,-13.09561509
75% Corpus,28,0.91,0.31,0.357203455,-8.526665589
75% Corpus,28,0.91,0.61,0.458211891,-8.551493981
75% Corpus,28,0.91,0.91,0.52845734,-8.574596345
75% Corpus,28,0.91,symmetric,0.264720945,-9.457165338
75% Corpus,28,symmetric,0.01,0.272129596,-11.56954535
75% Corpus,28,symmetric,0.31,0.382215181,-8.276153486
75% Corpus,28,symmetric,0.61,0.375958238,-8.296836293
75% Corpus,28,symmetric,0.91,0.400931673,-8.316438657
75% Corpus,28,symmetric,symmetric,0.288398824,-9.089692653
75% Corpus,28,asymmetric,0.01,0.265806708,-11.50788708
75% Corpus,28,asymmetric,0.31,0.376482792,-8.257477571
75% Corpus,28,asymmetric,0.61,0.41125516,-8.286386078
75% Corpus,28,asymmetric,0.91,0.41236328,-8.310921185
75% Corpus,28,asymmetric,symmetric,0.275796274,-9.108624224
75% Corpus,29,0.01,0.01,0.26234786,-11.78215444
75% Corpus,29,0.01,0.31,0.391510192,-8.243749463
75% Corpus,29,0.01,0.61,0.385414398,-8.279160951
75% Corpus,29,0.01,0.91,0.481779561,-8.303511679
75% Corpus,29,0.01,symmetric,0.282772991,-9.071914366
75% Corpus,29,0.31,0.01,0.266201049,-11.93400702
75% Corpus,29,0.31,0.31,0.37163886,-8.355654597
75% Corpus,29,0.31,0.61,0.474375982,-8.40215615
75% Corpus,29,0.31,0.91,0.465754683,-8.434866648
75% Corpus,29,0.31,symmetric,0.278212188,-9.11878739
75% Corpus,29,0.61,0.01,0.258771933,-12.26156165
75% Corpus,29,0.61,0.31,0.375561889,-8.446386001
75% Corpus,29,0.61,0.61,0.476978221,-8.497018372
75% Corpus,29,0.61,0.91,0.465680734,-8.503246366
75% Corpus,29,0.61,symmetric,0.269690769,-9.408477989
75% Corpus,29,0.91,0.01,0.268280599,-13.07423371
75% Corpus,29,0.91,0.31,0.371848813,-8.52067428
75% Corpus,29,0.91,0.61,0.460653228,-8.539112461
75% Corpus,29,0.91,0.91,0.380712143,-8.578707595
75% Corpus,29,0.91,symmetric,0.266214942,-9.679777621
75% Corpus,29,symmetric,0.01,0.266044269,-11.59769952
75% Corpus,29,symmetric,0.31,0.375399958,-8.28405807
75% Corpus,29,symmetric,0.61,0.376885476,-8.292040408
75% Corpus,29,symmetric,0.91,0.43979754,-8.330229104
75% Corpus,29,symmetric,symmetric,0.273595237,-9.110885961
75% Corpus,29,asymmetric,0.01,0.268822989,-11.47812439
75% Corpus,29,asymmetric,0.31,0.386331675,-8.255078355
75% Corpus,29,asymmetric,0.61,0.414954602,-8.291741714
75% Corpus,29,asymmetric,0.91,0.419377154,-8.307777006
75% Corpus,29,asymmetric,symmetric,0.28074251,-9.019201564
100% Corpus,2,0.01,0.01,0.279412847,-12.58147157
100% Corpus,2,0.01,0.31,0.279323694,-8.240311724
100% Corpus,2,0.01,0.61,0.278861549,-8.260459646
100% Corpus,2,0.01,0.91,0.281393789,-8.285600331
100% Corpus,2,0.01,symmetric,0.279323694,-8.252340459
100% Corpus,2,0.31,0.01,0.279412847,-12.22824789
100% Corpus,2,0.31,0.31,0.278861549,-8.238000239
